,start,end,duration,timedelta,seconds
210,2024-01-07 20:16:05+00:00,2024-01-07 20:16:34+00:00,29.0,5 days 01:56:59,439019.0
211,2024-01-07 20:17:06+00:00,2024-01-07 20:17:34+00:00,28.0,5 days 01:58:00,439080.0
212,2024-01-07 20:18:06+00:00,2024-01-07 20:18:35+00:00,29.0,5 days 01:59:00,439140.0
213,2024-01-07 20:19:07+00:00,2024-01-07 20:19:35+00:00,28.0,5 days 02:00:01,439201.0
214,2024-01-07 20:20:07+00:00,2024-01-07 20:20:36+00:00,29.0,5 days 02:01:01,439261.0
215,2024-01-07 20:21:08+00:00,2024-01-07 20:21:36+00:00,28.0,5 days 02:02:02,439322.0
216,2024-01-07 20:22:08+00:00,2024-01-07 20:22:36+00:00,28.0,5 days 02:03:02,439382.0
217,2024-01-07 20:23:09+00:00,2024-01-07 20:23:37+00:00,28.0,5 days 02:04:03,439443.0
218,2024-01-07 20:24:09+00:00,2024-01-07 20:24:37+00:00,28.0,5 days 02:05:03,439503.0
219,2024-01-07 20:25:10+00:00,2024-01-07 20:25:37+00:00,27.0,5 days 02:06:04,439564.0
220,2024-01-07 20:26:10+00:00,2024-01-07 20:26:37+00:00,27.0,5 days 02:07:04,439624.0
221,2024-01-07 20:27:11+00:00,2024-01-07 20:27:38+00:00,27.0,5 days 02:08:05,439685.0
223,2024-01-08 09:00:08+00:00,2024-01-08 09:00:36+00:00,28.0,5 days 14:41:02,484862.0
224,2024-01-08 09:01:08+00:00,2024-01-08 09:01:37+00:00,29.0,5 days 14:42:02,484922.0
225,2024-01-08 09:02:08+00:00,2024-01-08 09:02:37+00:00,29.0,5 days 14:43:02,484982.0
226,2024-01-08 09:03:08+00:00,2024-01-08 09:03:38+00:00,30.0,5 days 14:44:02,485042.0
227,2024-01-08 09:04:09+00:00,2024-01-08 09:04:33+00:00,24.0,5 days 14:45:03,485103.0
