,start,end,duration,timedelta,seconds
182,2024-01-02 19:18:38+00:00,2024-01-02 19:19:07+00:00,29.0,0 days 07:13:49,26029.0
183,2024-01-02 19:19:39+00:00,2024-01-02 19:19:46+00:00,7.0,0 days 07:14:50,26090.0
184,2024-01-02 20:09:26+00:00,2024-01-02 20:09:52+00:00,26.0,0 days 08:04:37,29077.0
185,2024-01-02 20:10:26+00:00,2024-01-02 20:10:52+00:00,26.0,0 days 08:05:37,29137.0
186,2024-01-02 20:11:27+00:00,2024-01-02 20:11:53+00:00,26.0,0 days 08:06:38,29198.0
187,2024-01-02 20:12:28+00:00,2024-01-02 20:12:53+00:00,25.0,0 days 08:07:39,29259.0
188,2024-01-02 20:14:35+00:00,2024-01-02 20:14:52+00:00,17.0,0 days 08:09:46,29386.0
189,2024-01-02 20:15:24+00:00,2024-01-02 20:15:52+00:00,28.0,0 days 08:10:35,29435.0
190,2024-01-02 20:16:24+00:00,2024-01-02 20:16:53+00:00,29.0,0 days 08:11:35,29495.0
191,2024-01-02 20:17:25+00:00,2024-01-02 20:17:53+00:00,28.0,0 days 08:12:36,29556.0
192,2024-01-02 20:18:25+00:00,2024-01-02 20:18:53+00:00,28.0,0 days 08:13:36,29616.0
193,2024-01-02 20:19:25+00:00,2024-01-02 20:19:53+00:00,28.0,0 days 08:14:36,29676.0
194,2024-01-02 20:26:21+00:00,2024-01-02 20:26:29+00:00,8.0,0 days 08:21:32,30092.0
195,2024-01-02 20:27:06+00:00,2024-01-02 20:27:29+00:00,23.0,0 days 08:22:17,30137.0
196,2024-01-02 20:28:06+00:00,2024-01-02 20:28:30+00:00,24.0,0 days 08:23:17,30197.0
197,2024-01-02 20:29:06+00:00,2024-01-02 20:29:30+00:00,24.0,0 days 08:24:17,30257.0
198,2024-01-02 20:30:06+00:00,2024-01-02 20:30:31+00:00,25.0,0 days 08:25:17,30317.0
199,2024-01-02 20:31:07+00:00,2024-01-02 20:31:31+00:00,24.0,0 days 08:26:18,30378.0
200,2024-01-02 20:32:07+00:00,2024-01-02 20:32:32+00:00,25.0,0 days 08:27:18,30438.0
201,2024-01-02 20:33:07+00:00,2024-01-02 20:33:32+00:00,25.0,0 days 08:28:18,30498.0
202,2024-01-02 20:34:07+00:00,2024-01-02 20:34:33+00:00,26.0,0 days 08:29:18,30558.0
203,2024-01-02 20:35:07+00:00,2024-01-02 20:35:33+00:00,26.0,0 days 08:30:18,30618.0
204,2024-01-02 20:36:07+00:00,2024-01-02 20:36:34+00:00,27.0,0 days 08:31:18,30678.0
205,2024-01-02 20:45:36+00:00,2024-01-02 20:46:01+00:00,25.0,0 days 08:40:47,31247.0
206,2024-01-02 20:46:37+00:00,2024-01-02 20:47:01+00:00,24.0,0 days 08:41:48,31308.0
207,2024-01-02 20:47:38+00:00,2024-01-02 20:48:02+00:00,24.0,0 days 08:42:49,31369.0
208,2024-01-02 20:48:39+00:00,2024-01-02 20:49:02+00:00,23.0,0 days 08:43:50,31430.0
209,2024-01-02 20:49:32+00:00,2024-01-02 20:50:02+00:00,30.0,0 days 08:44:43,31483.0
210,2024-01-02 20:50:33+00:00,2024-01-02 20:51:02+00:00,29.0,0 days 08:45:44,31544.0
211,2024-01-02 20:51:33+00:00,2024-01-02 20:52:05+00:00,32.0,0 days 08:46:44,31604.0
212,2024-01-02 20:52:34+00:00,2024-01-02 20:53:05+00:00,31.0,0 days 08:47:45,31665.0
213,2024-01-02 20:53:35+00:00,2024-01-02 20:54:05+00:00,30.0,0 days 08:48:46,31726.0
214,2024-01-02 20:54:36+00:00,2024-01-02 20:55:06+00:00,30.0,0 days 08:49:47,31787.0
215,2024-01-02 20:55:37+00:00,2024-01-02 20:56:03+00:00,26.0,0 days 08:50:48,31848.0
216,2024-01-02 20:56:38+00:00,2024-01-02 20:56:51+00:00,13.0,0 days 08:51:49,31909.0
217,2024-01-02 20:57:39+00:00,2024-01-02 20:57:50+00:00,11.0,0 days 08:52:50,31970.0
218,2024-01-02 21:00:31+00:00,2024-01-02 21:00:50+00:00,19.0,0 days 08:55:42,32142.0
219,2024-01-02 21:01:21+00:00,2024-01-02 21:01:50+00:00,29.0,0 days 08:56:32,32192.0
220,2024-01-02 21:02:21+00:00,2024-01-02 21:02:51+00:00,30.0,0 days 08:57:32,32252.0
221,2024-01-02 21:03:22+00:00,2024-01-02 21:03:51+00:00,29.0,0 days 08:58:33,32313.0
222,2024-01-02 21:04:22+00:00,2024-01-02 21:04:52+00:00,30.0,0 days 08:59:33,32373.0
223,2024-01-02 21:05:23+00:00,2024-01-02 21:05:52+00:00,29.0,0 days 09:00:34,32434.0
224,2024-01-02 21:06:23+00:00,2024-01-02 21:06:52+00:00,29.0,0 days 09:01:34,32494.0
225,2024-01-02 21:07:27+00:00,2024-01-02 21:07:43+00:00,16.0,0 days 09:02:38,32558.0
226,2024-01-02 21:08:18+00:00,2024-01-02 21:08:44+00:00,26.0,0 days 09:03:29,32609.0
227,2024-01-02 21:09:19+00:00,2024-01-02 21:09:45+00:00,26.0,0 days 09:04:30,32670.0
228,2024-01-02 21:10:19+00:00,2024-01-02 21:10:46+00:00,27.0,0 days 09:05:30,32730.0
229,2024-01-02 21:11:19+00:00,2024-01-02 21:11:46+00:00,27.0,0 days 09:06:30,32790.0
230,2024-01-02 21:12:20+00:00,2024-01-02 21:12:47+00:00,27.0,0 days 09:07:31,32851.0
231,2024-01-02 21:14:08+00:00,2024-01-02 21:14:32+00:00,24.0,0 days 09:09:19,32959.0
232,2024-01-02 21:15:05+00:00,2024-01-02 21:15:32+00:00,27.0,0 days 09:10:16,33016.0
233,2024-01-02 21:16:05+00:00,2024-01-02 21:16:33+00:00,28.0,0 days 09:11:16,33076.0
234,2024-01-02 21:17:06+00:00,2024-01-02 21:17:34+00:00,28.0,0 days 09:12:17,33137.0
235,2024-01-02 21:18:06+00:00,2024-01-02 21:18:34+00:00,28.0,0 days 09:13:17,33197.0
236,2024-01-02 21:19:07+00:00,2024-01-02 21:19:35+00:00,28.0,0 days 09:14:18,33258.0
237,2024-01-02 21:20:07+00:00,2024-01-02 21:20:35+00:00,28.0,0 days 09:15:18,33318.0
238,2024-01-02 21:25:16+00:00,2024-01-02 21:25:20+00:00,4.0,0 days 09:20:27,33627.0
239,2024-01-02 21:35:35+00:00,2024-01-02 21:36:03+00:00,28.0,0 days 09:30:46,34246.0
240,2024-01-02 21:36:35+00:00,2024-01-02 21:37:03+00:00,28.0,0 days 09:31:46,34306.0
241,2024-01-02 21:37:36+00:00,2024-01-02 21:38:03+00:00,27.0,0 days 09:32:47,34367.0
242,2024-01-02 21:38:36+00:00,2024-01-02 21:39:03+00:00,27.0,0 days 09:33:47,34427.0
243,2024-01-02 21:39:36+00:00,2024-01-02 21:40:03+00:00,27.0,0 days 09:34:47,34487.0
244,2024-01-02 21:40:37+00:00,2024-01-02 21:41:03+00:00,26.0,0 days 09:35:48,34548.0
245,2024-01-02 21:41:37+00:00,2024-01-02 21:42:04+00:00,27.0,0 days 09:36:48,34608.0
246,2024-01-02 21:42:38+00:00,2024-01-02 21:43:04+00:00,26.0,0 days 09:37:49,34669.0
247,2024-01-02 21:43:38+00:00,2024-01-02 21:44:04+00:00,26.0,0 days 09:38:49,34729.0
248,2024-01-02 21:44:38+00:00,2024-01-02 21:45:04+00:00,26.0,0 days 09:39:49,34789.0
249,2024-01-02 21:55:22+00:00,2024-01-02 21:55:39+00:00,17.0,0 days 09:50:33,35433.0
250,2024-01-02 21:56:22+00:00,2024-01-02 21:56:40+00:00,18.0,0 days 09:51:33,35493.0
251,2024-01-02 21:57:23+00:00,2024-01-02 21:57:42+00:00,19.0,0 days 09:52:34,35554.0
